Wavelength (nm),Raw count,Irradiance (W/m^2/nm),,W/m^2,Total Power
250.093,16.17,0.002311255434782609,2.3112554347826088e-05,5.032152750000378e-06,0.0003792529792526652
250.347,11.169,0.0016510695652173914,1.6510695652173913e-05,3.856711842391163e-06,0.0003792529792526652
250.601,9.769,0.0013857114130434783,1.3857114130434781e-05,3.5167010923911754e-06,0.0003792529792526652
250.855,9.569,0.0013833445652173917,1.3833445652173916e-05,2.681800331521941e-06,0.0003792529792526652
251.109,4.769,0.0007283092391304349,7.283092391304348e-06,5.774110217391093e-07,0.0003792529792526652
251.363,-1.831,-0.00027365489130434784,-2.736548913043478e-06,-5.446588260869365e-07,0.0003792529792526652
251.617,-1.031,-0.0001552103260869565,-1.552103260869565e-06,1.261011032608814e-06,0.0003792529792526652
251.872,7.769,0.001144238586956522,1.1442385869565218e-05,5.4956882554345804e-06,0.0003792529792526652
252.126,20.769,0.0031830749999999996,3.183075e-05,1.0646681945651783e-05,0.0003792529792526652
252.38,32.768,0.005200139130434782,5.2001391304347824e-05,1.3989646347825574e-05,0.0003792529792526652
252.634,34.968,0.00581533043478261,5.815330434782609e-05,1.2899964260870537e-05,0.0003792529792526652
252.888,26.368,0.004342121739130435,4.342121739130435e-05,8.423484826086649e-06,0.0003792529792526652
253.142,12.968,0.0022905434782608696,2.2905434782608694e-05,4.6936936086954794e-06,0.0003792529792526652
253.396,8.368,0.0014052782608695651,1.4052782608695651e-05,4.424508826087289e-06,0.0003792529792526652
253.65,11.768,0.0020785869565217393,2.078586956521739e-05,6.2276106521736845e-06,0.0003792529792526652
253.904,16.768,0.0028250434782608694,2.8250434782608695e-05,1.0088797826086777e-05,0.0003792529792526652
254.159,28.368,0.005087739130434783,5.0877391304347826e-05,1.5673444788044656e-05,0.0003792529792526652
254.413,40.567,0.00725355597826087,7.253555978260869e-05,1.8676032624999316e-05,0.0003792529792526652
254.667,40.567,0.007451981521739132,7.451981521739132e-05,1.7535745760869254e-05,0.0003792529792526652
254.922,35.567,0.006301544565217391,6.30154456521739e-05,1.5997482527173328e-05,0.0003792529792526652
