Wavelength (nm),Raw count,Irradiance (W/m^2/nm),,W/m^2,Total Power
250.093,369.443,0.006600781861413044,6.600781861413044e-05,1.6602188627039293e-05,0.0006812067088523886
250.347,350.239,0.006471807608695652,6.471807608695652e-05,1.6011352790760282e-05,0.0006812067088523886
250.601,346.036,0.006135556793478262,6.135556793478262e-05,1.5435173979619e-05,0.0006812067088523886
250.855,333.033,0.006018123505434784,6.018123505434784e-05,1.5634504707202267e-05,0.0006812067088523886
251.109,329.629,0.00629251012228261,6.29251012228261e-05,1.586921071535268e-05,0.0006812067088523886
251.363,332.026,0.0062029313858695655,6.202931385869565e-05,1.64388145156244e-05,0.0006812067088523886
251.617,358.223,0.006741017051630436,6.741017051630436e-05,1.7815502241849493e-05,0.0006812067088523886
251.872,392.819,0.007231925883152175,7.231925883152174e-05,1.8980258795515604e-05,0.0006812067088523886
252.126,402.616,0.007713159782608695,7.713159782608694e-05,1.961624641032536e-05,0.0006812067088523886
252.38,389.813,0.007732703532608695,7.732703532608695e-05,1.990060234374927e-05,0.0006812067088523886
252.634,381.809,0.007937062092391305,7.937062092391306e-05,2.0207630192936302e-05,0.0006812067088523886
252.888,387.406,0.007974457744565218,7.974457744565217e-05,2.067629608423837e-05,0.0006812067088523886
253.142,376.202,0.00830609035326087,8.30609035326087e-05,2.023682371399382e-05,0.0006812067088523886
253.396,363.399,0.007628416508152174,7.628416508152174e-05,2.02646955550287e-05,0.0006812067088523886
253.65,377.196,0.00832803668478261,8.328036684782609e-05,2.1103588274455747e-05,0.0006812067088523886
253.904,393.592,0.00828896195652174,8.28896195652174e-05,2.1824317917798525e-05,0.0006812067088523886
254.159,393.789,0.008828150135869565,8.828150135869565e-05,2.2576783442936483e-05,0.0006812067088523886
254.413,400.386,0.008948844701086959,8.948844701086958e-05,2.328580459918393e-05,0.0006812067088523886
254.667,408.782,0.009386434510869566,9.386434510869566e-05,2.3386191185461542e-05,0.0006812067088523886
254.922,404.379,0.008955676222826088,8.955676222826088e-05,2.353428018546109e-05,0.0006812067088523886
255.176,415.775,0.009575253057065216,9.575253057065217e-05,2.4634094230640897e-05,0.0006812067088523886
255.431,423.172,0.00974560516304348,9.745605163043481e-05,2.566256758220015e-05,0.0006812067088523886
255.685,433.769,0.010461140964673913,0.00010461140964673913,2.7059818821330526e-05,0.0006812067088523886
255.939,458.765,0.010845802989130434,0.00010845802989130433,2.8017775760872183e-05,0.0006812067088523886
256.194,462.762,0.011128923097826086,0.00011128923097826085,2.746713896738722e-05,0.0006812067088523886
256.448,436.558,0.010498745380434781,0.00010498745380434781,2.6016632193616084e-05,0.0006812067088523886
256.702,402.755,0.009986791779891304,9.986791779891304e-05,2.504455259001314e-05,0.0006812067088523886
256.957,384.152,0.00965599456521739,9.65599456521739e-05,2.397086209782789e-05,0.0006812067088523886
257.211,368.748,0.0092187,9.2187e-05,2.2790989390621613e-05,0.0006812067088523886
257.465,340.745,0.0087269609375,8.7269609375e-05,2.2060940161349633e-05,0.0006812067088523886
257.72,339.341,0.00857573722826087,8.57573722826087e-05,2.2762371338311832e-05,0.0006812067088523886
257.974,361.138,0.009347389809782607,9.347389809782607e-05,2.436954805570835e-05,0.0006812067088523886
258.228,387.334,0.00984123070652174,9.841230706521739e-05,2.7644585859374507e-05,0.0006812067088523886
258.483,437.931,0.01184079741847826,0.0001184079741847826,3.1780001851904566e-05,0.0006812067088523886
258.737,485.128,0.013182826086956522,0.00013182826086956522,3.411656814537983e-05,0.0006812067088523886
258.992,498.324,0.013575266576086958,0.00013575266576086958,3.412891439061993e-05,0.0006812067088523886
259.246,483.321,0.013297894361413045,0.00013297894361413045,3.4373817929350414e-05,0.0006812067088523886
259.5,479.117,0.013768104008152175,0.00013768104008152175,3.5524397420176e-05,0.0006812067088523886
259.755,471.514,0.014094168478260869,0.0001409416847826087,3.478588409647e-05,0.0006812067088523886
260.009,454.11,0.01329629144021739,0.00013296291440217388,3.302471565148965e-05,0.0006812067088523886
260.263,444.307,0.012707421671195653,0.0001270742167119565,3.306815392153473e-05,0.0006812067088523886
260.518,449.704,0.013228385326086957,0.00013228385326086956,3.3264710709241626e-05,0.0006812067088523886
260.772,438.7,0.01296430027173913,0.00012964300271739129,3.187933457405131e-05,0.0006812067088523886
261.026,399.697,0.012137537975543478,0.00012137537975543478,3.1084273583559225e-05,0.0006812067088523886
261.281,410.493,0.012242284442934782,0.0001224228444293478,3.1996730026496966e-05,0.0006812067088523886
