-89.55,0.021212679
-89.1,0.013498048
-88.65,0.007248006
-88.2,0.000393395
-87.75,0
-87.3,0.004335861
-86.85,0.007578876
-86.4,0.011773752
-85.95,0.017420645
-85.5,0.019373429
-85.05,0.019097542
-84.6,0.022418409
-84.15,0.031481822
-83.7,0.044009155
-83.25,0.050160423
-82.8,0.061144831
-82.35,0.074969857
-81.9,0.086935197
-81.45,0.097725461
-81,0.111918337
-80.55,0.12817526
-80.1,0.145740094
-79.65,0.156458831
-79.2,0.167933705
-78.75,0.184364335
-78.3,0.191976785
-77.85,0.196493164
-77.4,0.203880817
-76.95,0.210072957
-76.5,0.212954448
-76.05,0.211125416
-75.6,0.209235077
-75.15,0.209715325
-74.7,0.20459608
-74.25,0.197586496
-73.8,0.197065375
-73.35,0.196115096
-72.9,0.184752621
-72.45,0.174473259
-72,0.172869025
-71.55,0.173400364
-71.1,0.165093086
-70.65,0.159738827
-70.2,0.163376454
-69.75,0.168097194
-69.3,0.163529724
-68.85,0.163805612
-68.4,0.17111152
-67.95,0.180931069
-67.5,0.18412932
-67.05,0.191905258
-66.6,0.204882186
-66.15,0.214293013
-65.7,0.219003535
-65.25,0.224705209
-64.8,0.237314287
-64.35,0.243833405
-63.9,0.253785789
-63.45,0.263635992
-63,0.275121084
-62.55,0.278380643
-62.1,0.289743118
-61.65,0.304753438
-61.2,0.319528743
-60.75,0.324545808
-60.3,0.334079251
-59.85,0.347597736
-59.4,0.35607872
-58.95,0.351919972
-58.5,0.355383892
-58.05,0.364457524
-57.6,0.357907751
-57.15,0.351031002
-56.7,0.341517994
-56.25,0.342856559
-55.8,0.333701183
-55.35,0.325036274
-54.9,0.320979707
-54.45,0.325485868
-54,0.318874788
-53.55,0.313357039
-53.1,0.316565508
-52.65,0.316861831
-52.2,0.316105696
-51.75,0.319201766
-51.3,0.328193653
-50.85,0.330789038
-50.4,0.327120757
-49.95,0.327652096
-49.5,0.339423293
-49.05,0.347832751
-48.6,0.343827274
-48.15,0.350111377
-47.7,0.366031104
-47.25,0.371078822
-46.8,0.370874461
-46.35,0.376055014
-45.9,0.390707702
-45.45,0.399372612
-45,0.39822819
-44.55,0.404062698
-44.1,0.419073018
-43.65,0.426338054
-43.2,0.423599616
-42.75,0.429311508
-42.3,0.438262522
-41.85,0.446651544
-41.4,0.446661762
-40.95,0.456981996
-40.5,0.468099238
-40.05,0.468048147
-39.6,0.4769072
-39.15,0.486675659
-38.7,0.500766354
-38.25,0.503055198
-37.8,0.507387653
-37.35,0.517922465
-36.9,0.530245438
-36.45,0.532299266
-36,0.535875585
-35.55,0.551417244
-35.1,0.562779719
-34.65,0.568195287
-34.2,0.572742321
-33.75,0.591410704
-33.3,0.607647191
-32.85,0.61736456
-32.4,0.630024728
-31.95,0.644309566
-31.5,0.659166616
-31.05,0.670580181
-30.6,0.683649071
-30.15,0.698056526
-29.7,0.709613145
-29.25,0.720781477
-28.8,0.736292482
-28.35,0.748227168
-27.9,0.753509901
-27.45,0.768080845
-27,0.785441318
-26.55,0.797549711
-26.1,0.801585842
-25.65,0.811875421
-25.2,0.82994094
-24.75,0.840629023
-24.3,0.843970327
-23.85,0.852492183
-23.4,0.870680318
-22.95,0.879743731
-22.5,0.882124538
-22.05,0.891167515
-21.6,0.903837901
-21.15,0.907874032
-20.7,0.910602252
-20.25,0.919451086
-19.8,0.928412319
-19.35,0.933255676
-18.9,0.936300656
-18.45,0.944434226
-18,0.952996955
-17.55,0.952118202
-17.1,0.956614146
-16.65,0.966474567
-16.2,0.970663969
-15.75,0.96735332
-15.3,0.970725277
-14.85,0.978613615
-14.4,0.980360902
-13.95,0.972053624
-13.5,0.970531134
-13.05,0.980279157
-12.6,0.981781211
-12.15,0.977612245
-11.7,0.978562524
-11.25,0.985837778
-10.8,0.987411358
-10.35,0.985183823
-9.9,0.989771729
-9.45,0.998324239
-9,0.998702307
-8.55,0.994523123
-8.1,0.997772464
-7.65,1
